sentence_id,medical,are,treated,prep,treatment,medical_first_index,medical_last_index,are_first_index,are_last_index,treated_first_index,treated_last_index,prep_first_index,prep_last_index,treatment_first_index,treatment_last_index,sentence_text
38315691,displaced femoral neck fractures,are,treated,with,a sliding-screw-plate,8,11,12,12,13,13,14,14,15,16,"Thus , compression can not be recommended when displaced femoral neck fractures are treated with a sliding-screw-plate ."
38358445,multiple intracranial targets,are,treated,with,radiosurgery,4,6,7,7,8,8,9,9,10,10,"It illustrates that when multiple intracranial targets are treated with radiosurgery , substantial hippocampal dose can result ."
38417148,non-Hamiltonian systems,are,treated,by,a generalization of Dirac 's formalism,4,5,9,9,10,10,11,11,12,17,"In this paper , non-Hamiltonian systems with holonomic constraints are treated by a generalization of Dirac 's formalism ."
38442133,most RA patients,are,treated,with,NSAIDs,2,4,5,5,6,6,7,7,12,12,"Furthermore , most RA patients are treated with non-steroidal anti-inflammatory drugs ( NSAIDs ) , which are known to increase gut permeability ."
38442133,most RA patients,are,treated,with,non-steroidal anti-inflammatory drugs,2,4,5,5,6,6,7,7,8,10,"Furthermore , most RA patients are treated with non-steroidal anti-inflammatory drugs ( NSAIDs ) , which are known to increase gut permeability ."
38505157,bony abnormalities,are,treated,by,thoracic surgeons,2,3,7,7,9,9,10,10,11,12,Syndactyly or bony abnormalities of the forearm are seldom treated by thoracic surgeons .
38505400,Unstable fractures,are,treated,with,internal fixation,0,1,2,2,3,3,5,5,6,7,Unstable fractures are treated operatively with internal fixation and fusion .
38505400,Unstable fractures,are,treated,with,fusion,0,1,2,2,3,3,5,5,9,9,Unstable fractures are treated operatively with internal fixation and fusion .
38569578,social phobia,is,treated,by,the mental health system,4,5,6,6,11,11,12,12,13,16,Data also confirmed that social phobia is poorly recognized and rarely treated by the mental health system .
38615202,most patients with dermatomyositis,are,treated,with,oral high-dose prednisone,2,5,8,8,9,9,10,10,11,13,"However , most patients with dermatomyositis or polymyositis are treated with oral high-dose prednisone combined with azathioprine or methotrexate to facilitate tapering of prednisone ."
38682577,newborn rats,are,treated,with,caffeine,14,15,17,17,19,19,20,20,21,21,Preliminary experiments show that administration of progesterone ( 4 mg/kg i.p . ) to newborn rats that are chronically treated with caffeine ( mimicking its clinical uses - 7.5 mg/kg once/day by gavage ) enhances the respiratory stimulant effects of caffeine .
38693748,which bacterial infection,is,treated,by,the above two routine laboratory tests,4,6,7,7,9,9,13,13,14,19,And we could judge which bacterial infection is adequately treated or not only by the above two routine laboratory tests .
38698054,severe exercise-associated hyponatremia,is,treated,with,hypertonic saline,7,9,10,10,11,11,12,12,13,14,"When able to be biochemically diagnosed , severe exercise-associated hyponatremia is treated with hypertonic saline ."
38711907,Small cell lung carcinoma,is,treated,with,resection,0,3,7,7,9,9,10,10,11,11,"Small cell lung carcinoma ( SCLC ) is rarely treated with resection , either alone or combined with other modalities ."
38715475,primary nonseminomatous germ cell tumors,are,treated,with,chemotherapy,13,17,21,21,22,22,23,23,24,24,Residual mature teratoma ( RMT ) is often left behind when metastases of primary nonseminomatous germ cell tumors ( NSs ) are treated with chemotherapy .
38719296,the early burn wounds,are,treated,with,some plastic surgical points of view,8,11,12,12,13,13,14,14,15,20,"The better results can be obtained , if the early burn wounds are treated with some plastic surgical points of view and the deformities are corrected within half year postburn although the scar is still unstable ."
38775795,social phobia,is,treated,by,the health care,5,6,7,7,11,11,12,12,13,15,Our data also suggest that social phobia is poorly recognized and treated by the health care and mental health system .
38801073,Cranial diabetes insipidus,is,treated,with,desmopressin,0,2,13,13,14,14,15,15,16,16,"Cranial diabetes insipidus ( DI ) , which can cause life-threatening dehydration , is treated with desmopressin , often intranasally ."
38842428,Pertrochanteric fractures,are,treated,by,Ender- rods,0,1,2,2,3,3,4,4,5,6,Pertrochanteric fractures are treated by Ender- rods immediately .
38913973,the spinal nerves,is,treated,with,colchicine,7,9,15,15,18,18,19,19,20,20,"We have shown that when one of the spinal nerves supplying the salamander hind limb is cut or treated with colchicine , the fields of the remaining nerves enlarge in area ; whereas nerve section produces Wallerian degeneration , the colchicine-treated nerves conducted action potentials normally and their peripheral fields remained unchanged in area ( Aguilar , Bisby , Cooper & Diamond , 1973 ) ."
38940572,Acute grade-III isolated or combined injury of the posterolateral corner,is,treated,by,direct repair,0,9,10,10,12,12,15,15,16,17,"Acute grade-III isolated or combined injury of the posterolateral corner is best treated early , by direct repair , if possible , or else by augmentation or reconstruction of all injured ligaments ."
38940573,"Chronic injury of the posterolateral corner , whether isolated or combined",is,treated,by,reconstruction of the posterolateral corner,0,10,12,12,15,15,16,16,17,21,"Chronic injury of the posterolateral corner , whether isolated or combined , is probably best treated by reconstruction of the posterolateral corner along with reconstruction of any coexisting cruciate ligament injury ."
38940573,"Chronic injury of the posterolateral corner , whether isolated or combined",is,treated,by,reconstruction of any coexisting cruciate ligament injury,0,10,12,12,15,15,16,16,24,30,"Chronic injury of the posterolateral corner , whether isolated or combined , is probably best treated by reconstruction of the posterolateral corner along with reconstruction of any coexisting cruciate ligament injury ."
38940712,these non-tumorigenic PA-1 variants,are,treated,with,RA,1,4,5,5,6,6,7,7,11,11,"When these non-tumorigenic PA-1 variants are treated with retinoic acid ( RA ) , a morphogen , they stop dividing , begin to express homeobox genes , and change in morphology ."
38940712,these non-tumorigenic PA-1 variants,are,treated,with,a morphogen,1,4,5,5,6,6,7,7,14,15,"When these non-tumorigenic PA-1 variants are treated with retinoic acid ( RA ) , a morphogen , they stop dividing , begin to express homeobox genes , and change in morphology ."
38940712,these non-tumorigenic PA-1 variants,are,treated,with,retinoic acid,1,4,5,5,6,6,7,7,8,9,"When these non-tumorigenic PA-1 variants are treated with retinoic acid ( RA ) , a morphogen , they stop dividing , begin to express homeobox genes , and change in morphology ."
38948588,Relapsed non-Hodgkin 's lymphoma,is,treated,with,high-dose therapy,0,3,7,7,9,9,10,10,11,12,Relapsed non-Hodgkin 's lymphoma ( NHL ) is preferably treated with high-dose therapy and stem cell support .
38948588,Relapsed non-Hodgkin 's lymphoma,is,treated,with,stem cell support,0,3,7,7,9,9,10,10,14,16,Relapsed non-Hodgkin 's lymphoma ( NHL ) is preferably treated with high-dose therapy and stem cell support .
38949566,Disseminated,is,treated,with,a combination of antimycobacterial agents,0,0,13,13,15,15,16,16,17,21,Disseminated infection with Microbacterium avium complex ( MAC ) in patients with AIDS is currently treated with a combination of antimycobacterial agents in order to prevent the selection of resistant mutant strains .
39032052,Many patients with mental disorders,are,treated,by,GP,0,4,5,5,6,6,7,7,12,12,Many patients with mental disorders are treated by their general practitioner ( GP ) .
39032052,Many patients with mental disorders,are,treated,by,their general practitioner,0,4,5,5,6,6,7,7,8,10,Many patients with mental disorders are treated by their general practitioner ( GP ) .
39066434,Dry forms,are,treated,with,urea-preparations,0,1,2,2,5,5,6,6,7,7,"Dry forms are preferably topically treated with urea-preparations without glucocorticoids , therapy of wet forms depends on the etiology and comprises glucocorticoids , antibiotics , and antimycotics topically and systematically applied , as well as skin protection and antiseptic and astringent baths ."
39096639,whose recurrent patellar subluxation,is,treated,with,a proximal realignment of the extensor mechanism,9,12,13,13,14,14,15,15,16,22,One case study reviews the rehabilitation of a patient whose recurrent patellar subluxation is treated with a proximal realignment of the extensor mechanism .
39124826,Tibial aplasia,is,treated,by,disarticulation,0,1,2,2,4,4,5,5,6,6,Tibial aplasia is best treated by disarticulation and early mobilization .
39124826,Tibial aplasia,is,treated,by,early mobilization,0,1,2,2,4,4,5,5,8,9,Tibial aplasia is best treated by disarticulation and early mobilization .
39131662,Moderate and severe disease,is,treated,with,excisional surgery,0,3,4,4,6,6,7,7,8,9,Moderate and severe disease is usually treated with excisional surgery .
39143246,Chronic pain patients,are,treated,with,opioid medications,0,2,3,3,5,5,6,6,7,8,"Chronic pain patients are frequently treated with opioid medications in primary care , where brief measures of risk for opioid misuse have great utility ."
39153219,The identified paired bases,are,treated,by,two methods,0,3,4,4,5,5,6,6,10,11,The identified paired bases are treated by either one of two methods to find the foldings which are consistent with the RNases ' ' cutting ' rules .
39154351,Most childhood superficial fungal infections,are,treated,with,topical antifungal medication,0,4,5,5,7,7,8,8,9,11,Most childhood superficial fungal infections are adequately treated with topical antifungal medication .
39169153,Increased,is,treated,by,drainage,0,0,2,2,3,3,4,4,5,5,Increased fluid is treated by drainage ; increased tissue is treated by excision .
39169153,increased,is,treated,by,excision,7,7,9,9,10,10,11,11,12,12,Increased fluid is treated by drainage ; increased tissue is treated by excision .
39174061,grade 2 ischemic mitral regurgitation,is,treated,by,CABG,7,11,12,12,13,13,14,14,15,15,The study supports an operative strategy where grade 2 ischemic mitral regurgitation is treated by CABG alone but the result do not exclude that there might be individual patients that would benefit from a valvular or annular procedure in combination with CABG .
39183830,a high percentage of patients,are,treated,with,5-FU doses,8,12,13,13,15,15,16,16,17,18,"Conclusions In all , these results confirm that a high percentage of patients are not treated with 5-FU doses reaching suggested AUC levels of 20 - 30 ."
39184445,Progressive disease,is,treated,with,a thyroid hormone preparation,0,1,2,2,3,3,4,4,5,8,Progressive disease is treated with a thyroid hormone preparation .
39239968,childbearing potential,are,treated,with,an ERA,13,14,16,16,17,17,18,18,19,20,A highly effective method of contraception is therefore strongly recommended for women of childbearing potential who are treated with an ERA for PAH .
39240085,Any subsequent volumetric progression of the residual tumor,is,treated,with,radiosurgery,0,7,8,8,9,9,10,10,11,11,Any subsequent volumetric progression of the residual tumor is treated with radiosurgery .
39262906,End-stage renal failure,is,treated,with,renal transplantation,0,2,19,19,21,21,22,22,23,24,"End-stage renal failure is most commonly caused by the obesity-related diseases , diabetes mellitus and essential hypertension , and is best treated with renal transplantation ."
39292711,Postpancreatic cysts,are,treated,by,interventions,0,1,2,2,6,6,7,7,10,10,Postpancreatic cysts are increasingly and successfully treated by endoscopy and interventions guided by ultrasound .
